annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;11;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD20;1480;2280;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;37;86;;;79;62;22;71;92;ns;ns;ns;ns;39;;9.3;1870;SD20;1480;2280;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD20;1480;2480;disc06_08_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2020;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;6.9;2020;SD20;1530;2510;disc06_08_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;9;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD20;1450;2180;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;27;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD20;1450;2180;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;26;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD20;1470;2330;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD20;1460;2230;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;29;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD17;1470;2330;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;156;88;;;76;51;41;44;78;1640;25600;1250;1930;33;;9.9;1870;SD17;1490;2280;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;35;94;;;82;55;51;65;92;ns;ns;ns;ns;25;;9.9;1870;SD65;1490;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;151;88;;;80;58;53;71;90;1700;26500;1440;2070;25;77;9.9;1870;SD65;1490;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;35;82;;;ns;ns;51;ns;ns;ns;ns;ns;ns;25;;9.9;1870;SD65;1490;2280;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;25;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD65;1490;2380;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;28;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD65;1480;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;3;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD65;1480;2480;disc06_10_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;;84;;;73;;60;65;86;1600;25000;1300;1800;;;10.1;1830;SD65;1460;2230;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;108;87;;;62;36;56;60;82;1650;25700;ns;ns;32;;8.6;1865;SD65;1475;2280;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;133;86;;;65;39;56;57;83;1600;25000;1360;1800;31;81;8.6;1865;SD65;1475;2280;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;34;71;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;43;;7.8;1900;SD67;1470;2330;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;94;83;;;66;45;44;59;84;1630;25400;ns;ns;38;;8.5;1830;SD67;1450;2180;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;143;81;;;74;44;37;66;83;1700;26500;1350;2030;33;78;7.8;1930;SD64;1490;2380;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;17;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD64;1470;2330;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;157;73;;;54;34;41;51;68;1450;22600;1190;1800;43;81;9.3;1870;SD64;1480;2280;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;112;77;;;68;29;34;53;77;1470;25000;ns;ns;40;78;7.2;1980;SD64;1480;2480;disc06_12_18;6;8;39;0;;34;6;1;5;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;6;22;9;30;9;2;20
2019;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;26;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.2;1980;SD64;1480;2480;disc06_12_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;17;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD64;1470;2330;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;5860;88;;;87;64;40;61;86;1770;27600;1500;2100;35;70;8.5;1830;;1450;2180;disc07_30;6;4;51;;0;34;1;1;2;0;0;1;6;29;44;3;17;0;;;0;1;3;2;;8;12;5;9;4;9;14;22;7;5;;;;18;46;7;17;3;1;8
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;5922;83;;;78;54;39;46;80;1600;25000;1400;1900;35;71;8.6;1865;;1475;2280;disc07_18;5;4;38;;0;45;2;2;1;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;15;38;6;19;4;1;17
2019;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08;Histoire-géographie;462;80;;;78;52;43;45;89;1800;29300;1500;2200;37;;7.2;1980;;1480;2480;disc08_18;3;6;32;4;;48;2;3;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;17;33;11;14;7;3;12
2020;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08;Histoire-géographie;466;87;80;77;85;58;41;54;92;1880;29400;1650;2310;36;;6.9;2020;;1530;2510;disc08_30;2;8;42;2;;40;2;1;1;0;0;0;47;44;40;4;9;0;1;0;0;0;2;4;1;9;8;2;17;4;9;31;3;7;4;0;0;2;21;34;13;14;6;0;8
2019;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08;Histoire-géographie;750;79;;;72;36;42;43;87;1600;26500;1400;1950;41;;7.2;1980;;1480;2480;disc08_18;4;5;31;3;;48;3;4;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;13;21;17;20;10;1;16
2018;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;200;73;;;66;39;39;36;83;1560;24300;1350;2000;36;;7.8;1930;SD27;1490;2380;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;511;84;;;74;32;42;45;87;1590;24700;1400;1890;43;;7.2;1980;SD27;1480;2480;disc08_01_30;4;9;32;0;;48;4;2;1;0;0;0;3;51;31;2;12;0;0;0;1;1;2;2;0;9;6;3;5;3;13;27;3;19;6;0;1;2;16;14;22;20;11;1;14
2019;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;224;85;;;70;46;39;42;83;1650;25700;1440;2040;36;;7.2;1980;SD27;1480;2480;disc08_01_30;8;9;26;0;;52;4;1;0;0;0;0;6;53;30;2;7;0;1;0;1;0;2;3;0;10;6;6;3;2;21;28;3;9;6;0;1;5;25;16;12;12;12;1;15
2020;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;246;80;71;63;66;41;36;33;83;1500;26900;1390;1800;40;;6.9;2020;SD27;1530;2510;disc08_01_18;3;6;23;2;;54;6;4;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;21;16;11;13;15;2;16
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;490;75;;;67;32;37;31;78;1450;22600;1280;1750;43;68;8.5;1830;SD27;1450;2180;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;183;77;;;78;48;33;50;86;1650;25700;1400;2070;36;;7.8;1900;SD27;1470;2330;disc08_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;578;81;;;71;37;38;48;85;1560;24300;1350;1900;41;67;7.8;1900;SD27;1470;2330;disc08_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;199;90;82;79;89;62;43;58;98;1930;30000;1740;2270;35;;6.9;2020;SD28;1530;2510;disc08_02_30;1;4;52;1;;38;0;2;1;0;0;1;49;38;44;4;14;0;0;0;0;4;3;2;2;13;6;0;18;2;3;30;7;3;7;1;0;0;22;40;10;17;3;1;6
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;565;86;;;88;60;45;61;95;1790;27900;1530;2170;35;47;8.5;1830;SD28;1450;2180;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;187;89;;;92;86;33;59;66;1730;26900;1530;2150;39;;7.8;1900;SD32;1470;2330;disc09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1279;89;;;88;79;39;45;61;1600;25000;1450;1830;38;;8.5;1830;SD32;1450;2180;disc09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1425;90;;;92;83;42;59;64;1670;26000;1450;1930;35;89;10.1;1830;SD32;1460;2230;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1007;91;;;84;52;36;65;93;1800;28100;1500;2110;36;;7.2;1980;SD35;1480;2480;disc10_30;7;3;55;0;;30;1;1;2;1;0;0;7;21;56;4;11;0;0;1;0;1;6;2;1;9;29;2;6;3;7;12;4;13;4;0;2;5;9;39;8;23;4;0;10
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1198;88;85;74;82;55;42;54;91;1730;30000;1460;2050;36;72;6.9;2020;SD35;1530;2510;disc10_18;6;2;47;0;;39;1;2;3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;9;42;6;22;4;1;12
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;481;90;;;89;66;50;70;94;2000;31200;1630;2310;28;;8.6;1865;SD35;1475;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;992;86;;;80;47;41;51;90;1620;25200;1400;1950;32;;8.5;1830;SD35;1450;2180;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1131;91;;;87;55;42;66;92;1800;28100;1500;2150;34;;7.8;1900;SD35;1470;2330;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;;86;;;84;51;42;62;91;1800;28100;1500;2150;36;;7.8;1930;;1490;2380;disc11_30;11;3;49;0;;36;1;0;0;0;0;0;10;41;22;2;24;0;0;0;0;0;1;0;0;1;2;0;3;2;6;11;70;1;3;0;1;10;35;45;2;5;1;0;2
2019;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11;Autres sciences humaines et sociales;829;83;;;86;58;41;55;93;1800;30400;1580;2100;32;;7.2;1980;;1480;2480;disc11_18;3;5;46;2;;40;1;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;15;42;8;20;3;2;7
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;732;88;;;82;51;46;57;93;1720;26800;1500;2010;32;58;9.3;1870;SD29;1480;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;661;92;88;83;91;66;46;61;96;1980;30900;1730;2300;36;;6.9;2020;SD29;1530;2510;disc11_01_30;2;3;55;0;;37;0;0;0;0;0;1;52;32;44;5;16;0;0;1;0;4;8;6;4;6;2;1;22;2;3;28;5;1;8;0;1;1;17;47;10;15;2;1;5
2020;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;561;90;87;79;92;62;47;53;98;1900;32400;1680;2180;32;;6.9;2020;SD29;1530;2510;disc11_01_18;2;2;48;1;;41;0;5;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;16;45;9;21;3;2;2
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;786;87;;;91;62;48;57;96;1800;28100;1540;2100;29;57;9.7;1800;SD29;;;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;510;88;;;93;69;43;68;97;2010;31300;1700;2380;29;;7.8;1930;SD29;1490;2380;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;782;81;;;83;52;42;42;92;1650;25700;1440;1900;29;56;10.1;1830;SD29;1460;2230;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;86;72;;;73;37;47;25;88;1400;21800;ns;ns;41;59;7.8;1930;SD30;1490;2380;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;70;77;;;73;27;48;42;89;1550;24200;ns;ns;44;;7.2;1980;SD30;1480;2480;disc11_02_30;7;2;33;0;;55;2;2;0;0;0;0;5;42;42;0;9;0;2;0;0;0;12;2;0;13;0;0;38;4;6;11;2;8;6;0;4;6;9;12;22;24;6;0;18
