annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2014;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;697;90;;;89;68;42;78;98;2200;34300;1800;2730;29;;9.3;1870;SD38;1480;2280;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;738;91;;;81;50;38;74;97;1950;30400;1550;2360;31;;9.3;1870;SD38;1480;2280;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1440;87;;;83;56;42;62;96;1950;30400;1550;2380;30;51;9.3;1870;SD38;1480;2280;disc03_18;2;2;58;;0;31;1;3;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;50;2;25;1;0;16
2017;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;816;91;;;90;65;43;80;97;2180;34000;1800;2710;31;;7.8;1900;SD38;1470;2330;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;1810;92;;;87;63;47;82;97;2280;35600;1850;2800;28;53;7.8;1930;SD38;1490;2380;disc03_30;3;1;78;0;;14;0;1;0;0;0;2;3;8;80;2;6;0;1;0;0;1;9;1;2;13;10;37;8;3;2;6;3;1;5;0;1;1;4;58;2;23;1;0;10
2016;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Économie>Sciences économiques;DEG;Droit, économie et gestion;disc03;Économie;disc03;Sciences économiques;708;92;;;91;71;43;80;98;2300;35900;1900;2880;30;;8.5;1830;SD38;1450;2180;disc03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;6735;93;;;84;58;40;83;98;2040;31900;1700;2430;21;56;9.9;1870;SD39;1490;2280;disc04_30;3;2;79;;0;13;0;2;0;0;0;1;2;6;3;82;4;2;;;0;1;15;2;;19;8;19;10;4;2;3;4;2;10;;;;3;56;2;25;1;0;14
2013;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;2901;89;;;85;60;41;76;98;2000;31200;1670;2340;21;;9.9;1870;SD39;1490;2280;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3740;92;;;81;51;39;80;97;1950;30400;1630;2300;22;;9.9;1870;SD39;1490;2280;disc04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;6955;95;;;92;67;42;87;99;2270;35400;1920;2680;20;55;7.2;1980;SD39;1480;2480;disc04_30;3;1;82;0;;10;0;1;0;0;0;1;3;6;83;2;4;1;0;0;0;1;15;3;3;18;11;17;12;4;2;4;5;2;3;0;2;1;4;62;2;23;1;0;5
2020;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;2955;96;94;82;93;75;44;91;99;2500;39000;2100;2960;18;;6.9;2020;SD39;1530;2510;disc04_30;5;1;85;0;;6;0;1;0;0;0;2;93;5;85;2;3;0;0;0;0;1;16;4;2;17;12;19;13;4;2;3;3;2;2;0;3;2;3;70;1;17;1;0;3
2016;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3020;92;;;89;70;44;79;99;2100;32800;1800;2480;20;;8.5;1830;SD39;1450;2180;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3998;94;;;91;64;41;86;98;2130;33300;1800;2500;22;;7.8;1900;SD39;1470;2330;disc04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;7463;92;;;91;67;42;87;98;2230;34700;1900;2630;21;57;7.8;1930;SD39;1490;2380;disc04_30;3;1;83;0;;9;0;1;0;0;0;2;2;6;85;2;4;1;0;0;0;1;15;3;2;18;15;15;12;5;2;4;5;2;3;0;2;1;3;63;1;23;1;0;6
2012;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;;92;;;80;50;41;81;98;1950;30400;1600;2300;;;10.1;1830;SD39;1460;2230;disc04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;6331;89;;;79;50;44;68;98;1880;29300;1570;2200;22;56;10.1;1830;SD39;1460;2230;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;7069;94;;;92;69;42;87;99;2220;34600;1890;2640;22;56;7.8;1900;SD39;1470;2330;disc04_30;3;1;82;0;;10;0;1;0;0;0;2;3;5;84;3;4;1;0;0;0;1;14;3;3;19;12;17;11;4;2;3;4;2;4;;2;1;3;65;1;21;1;0;5
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3930;91;;;79;48;43;70;98;1840;28600;1530;2170;21;;8.6;1865;SD39;1475;2280;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;83;;;78;51;33;55;93;1800;28100;1450;2180;29;57;9.9;1870;;1490;2280;disc05_18;2;4;52;;0;33;1;3;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;9;43;5;22;4;1;16
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;88;;;88;59;44;70;95;2000;31200;1730;2380;34;;7.8;1930;;1490;2380;disc05_30;3;7;60;0;;27;0;1;0;0;0;1;3;27;47;4;18;0;1;0;0;1;3;3;1;6;7;16;10;3;6;21;12;3;8;0;1;2;16;41;7;22;2;0;9
2018;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;86;;;85;54;44;61;96;1910;29700;1610;2270;34;;7.8;1930;;1490;2380;disc05_18;1;5;54;0;;33;1;3;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;12;41;6;24;3;0;12
2019;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;322;92;;;91;72;40;61;97;2200;34300;1830;2670;35;;7.2;1980;;1480;2480;disc05_30;3;8;50;0;;33;1;3;0;0;0;1;3;36;45;1;14;0;1;0;0;0;5;2;2;8;12;6;8;5;3;32;3;3;10;0;1;1;27;43;7;12;2;0;5
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;811;89;84;70;84;61;37;51;93;1970;34300;1680;2300;32;60;6.9;2020;;1530;2510;disc05_18;3;3;45;0;;42;1;2;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;18;42;6;17;4;1;11
2019;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;322;81;;;88;68;40;56;95;2000;34300;1600;2450;35;;7.2;1980;;1480;2480;disc05_18;2;8;46;0;;40;0;2;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;21;45;6;14;4;0;7
2017;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;219;91;;;83;47;39;59;98;1700;26500;1430;2100;28;;7.8;1900;SD40;1470;2330;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;529;81;;;75;42;36;49;90;1720;26800;1400;2080;38;59;9.9;1870;SD40;1490;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;576;84;;;76;43;40;53;94;1780;27800;1430;2060;34;64;9.3;1870;SD40;1480;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;207;94;;;88;64;42;71;97;2130;33200;1800;2500;26;;9.3;1870;SD40;1480;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;56;86;;;88;65;46;51;98;1860;29000;ns;ns;23;;7.8;1930;SD40;1490;2380;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;32;87;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;53;;7.2;1980;SD40;1480;2480;disc05_01_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2014;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;207;85;;;85;57;42;60;95;1920;29900;1600;2280;26;;9.3;1870;SD40;1480;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;90;92;;;93;63;30;71;97;2000;32800;1730;2300;31;;7.2;1980;SD40;1480;2480;disc05_01_18;0;7;64;0;;22;0;6;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;12;52;2;27;1;0;6
2020;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;42;94;94;87;78;50;33;56;96;1850;34600;ns;ns;38;;6.9;2020;SD40;1530;2510;disc05_01_18;0;0;56;0;;42;0;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;7;43;9;19;10;0;9
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;575;84;;;79;48;52;67;94;1780;27800;1500;2170;36;64;10.1;1830;SD40;1460;2230;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;287;93;;;83;48;41;71;96;1850;28900;1550;2250;32;62;8.5;1830;SD40;1450;2180;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;194;91;;;83;51;45;73;96;1900;29600;1630;2200;28;71;7.8;1930;SD40;1490;2380;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;122;95;;;95;64;48;73;96;2150;33500;1920;2550;24;;7.8;1900;SD40;1470;2330;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;67;78;;;85;60;58;35;98;1710;26700;ns;ns;18;58;9.9;1870;SD61;1490;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;3;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD61;1490;2380;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;63;89;;;76;49;60;61;95;1550;24200;ns;ns;39;64;9.3;1870;SD61;1480;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;5;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD61;1490;2380;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;44;95;;;88;67;69;48;98;1820;28300;ns;ns;29;57;9.7;1800;SD61;;;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;45;91;;;86;47;57;56;100;1800;28100;ns;ns;35;;8.6;1865;SD61;1475;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;45;87;;;87;55;57;47;94;ns;ns;ns;ns;35;;8.6;1865;SD61;1475;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;142;89;;;84;60;13;65;96;2050;32000;1800;2280;43;70;7.8;1900;SD63;1470;2330;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD63;1490;2380;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;11;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1930;SD63;1490;2380;disc05_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;54;89;;;90;65;13;82;99;2100;32800;ns;ns;46;;7.2;1980;SD63;1480;2480;disc05_03_30;6;0;76;0;;18;0;0;0;0;0;0;4;6;86;0;3;0;0;0;0;0;8;0;0;18;21;12;7;2;8;2;5;0;16;0;4;0;4;62;0;25;2;0;4
2020;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;81;91;88;84;85;65;15;78;95;2250;35100;1990;2600;49;;6.9;2020;SD63;1530;2510;disc05_03_30;0;1;77;0;;16;0;3;0;1;0;1;88;8;86;0;4;0;0;0;0;0;4;3;1;25;24;8;5;5;2;5;7;0;9;0;0;0;4;61;3;17;0;0;15
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;153;89;;;68;47;7;64;98;1900;29600;1690;2200;39;63;8.5;1830;SD63;1450;2180;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;38;90;88;76;83;53;13;65;97;2050;38000;ns;ns;35;;6.9;2020;SD63;1530;2510;disc05_03_18;11;0;54;0;;21;0;5;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;0;6;0;0;53;0;29;3;3;6
2020;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;81;86;84;79;65;34;15;60;90;2000;35100;1710;2200;49;;6.9;2020;SD63;1530;2510;disc05_03_18;1;0;58;1;;33;0;4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;33;3;28;0;0;34
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;41;90;;;92;82;16;90;100;2500;39000;ns;ns;28;;7.8;1900;SD63;1470;2330;disc05_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;153;92;;;75;50;7;79;99;2100;32800;1840;2440;39;63;8.5;1830;SD63;1450;2180;disc05_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;176;93;;;89;65;23;69;99;2100;32800;1630;2500;20;;9.9;1870;SD62;1490;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;352;93;;;82;58;20;69;99;2000;31200;1610;2380;19;50;9.9;1870;SD62;1490;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
